Accuracy,Precision,Recall,F1,ROC-AUC,Threshold,Weight_CB
0.8385518590998043,0.18232044198895028,0.66,0.2857142857142857,0.8211522633744857,0.5,0.7
0.850293542074364,0.1347517730496454,0.38,0.19895287958115182,0.8010288065843622,0.5,0.5
0.8512720156555773,0.125,0.34,0.1827956989247312,0.7833539094650206,0.5,0.3
